154|317202|LICEN|02/08/2008|^|
155|339221|LICEN|05/14/2009|^|
161|26140|LICEN|03/20/2003|^|
161|26140|LICEN|03/26/2003|^|
162|12237|LICEN||^|
163|347119|LICEN|01/06/2010|^|
164|22898|LICEN||^|
165|426890|LICEN|06/04/2014|^|
166|22898|LICEN||^|
167|326383|LICEN|07/23/2008|^|
168|363489|LICEN|10/27/2010|^|
169|363489|LICEN|10/27/2010|^|
170|3457|LICEN||^|
172|193082|LICEN|06/27/2006|^|
173|211810|LICEN|12/13/2011|^|
174|233024|LICEN|03/05/2004|^|
175|233025|LICEN|03/05/2004|^|
176|10023|LICEN||^|
178|270473|LICEN|10/11/2005|^|
179|408363|LICEN|10/01/2013|^|
180|398|LICEN||^|
183|14385|LICEN||^|
196|12582|LICEN||^|
197|14323|LICEN||^|
198|19936|LICEN||^|
199|397924|LICEN|01/02/2013|^|
201|23309|LICEN||^|
202|445563|LICEN|07/30/2015|^|
203|445567|LICEN|07/30/2015|^|
204|445564|LICEN|07/30/2015|^|
205|445568|LICEN|07/30/2015|^|
206|4181|LICEN||^|
207|4181|LICEN||^|
208|359761|LICEN|12/22/2010|^|
210|22152|LICEN||^|
212|13200|LICEN||^|
213|14817|LICEN||^|
214|24969|LICEN||^|
215|24969|LICEN||^|
216|10466|LICEN||^|
217|12288|LICEN||^|
220|2255|LICEN||^|
221|377892|LICEN|12/02/2011|^|
224|12791|LICEN||^|
225|12791|LICEN||^|
227|367614|LICEN|03/07/2011|^|
228|21287|LICEN||^|
232|12139|LICEN||^|
233|13750|LICEN||^|
234|13750|LICEN||^|
235|2614|LICEN||^|
242|1351|LICEN||^|
244|1351|LICEN||^|
249|363546|LICEN|01/21/2011|^|
250|362238|LICEN|12/20/2011|^|
251|14042|LICEN||^|
253|2912|LICEN||^|
254|28407|LICEN||^|
255|13485|LICEN||^|
257|398363|LICEN|01/15/2013|^|
259|398363|LICEN|01/15/2013|^|
260|13422|LICEN||^|
261|344931|LICEN|10/07/2009|^|
262|3651|LICEN||^|
264|398363|LICEN|01/15/2013|^|
265|909|LICEN||^|
267|403102|LICEN|10/25/2013|^|
268|398363|LICEN|01/15/2013|^|
269|398363|LICEN|01/15/2013|^|
270|398363|LICEN|01/15/2013|^|
271|13485|LICEN||^|
272|398363|LICEN|01/15/2013|^|
275|363494|LICEN|10/27/2010|^|
276|398825|LICEN|01/29/2013|^|
278|14788|LICEN||^|
282|18480|LICEN||^|
284|9760|LICEN||^|
286|10747|LICEN||^|
290|439016|LICEN|05/06/2015|^|
291|13456|LICEN||^|
295|267172|LICEN|06/21/2005|^|
298|405228|LICEN|07/08/2013|^|
300|435636|LICEN|11/25/2014|^|
302|11653|LICEN||^|
303|3936|LICEN||^|
306|363329|LICEN|10/21/2010|^|
307|363329|LICEN|10/21/2010|^|
308|401041|LICEN|03/28/2013|^|
309|311595|LICEN|10/19/2007|^|
310|15022|LICEN||^|
312|17407|LICEN||^|
313|15381|LICEN||^|
314|15022|LICEN||^|
315|15637|LICEN||^|
316|19592|LICEN||^|
317|29186|LICEN||^|
318|419444|LICEN|12/09/2013|^|
319|404463|LICEN|08/05/2013|^|
320|258285|LICEN|05/16/2005|^|
321|388753|LICEN|05/30/2012|^|
322|10357|LICEN||^|
324|15261|LICEN||^|
325|15261|LICEN||^|
326|15261|LICEN||^|
327|2596|LICEN||^|
330|4684|LICEN||^|
331|88970|LICEN||^|
332|11066|LICEN||^|
334|405262|LICEN|07/10/2013|^|
338|13475|LICEN||^|
339|1383|LICEN||^|
341|321285|LICEN|07/30/2008|^|
342|22139|LICEN||^|
345|4710|LICEN||^|
346|4710|LICEN||^|
347|4710|LICEN||^|
348|4710|LICEN||^|
349|379513|LICEN|04/03/2012|^|
350|2327|LICEN||^|
351|14318|LICEN||^|
355|12737|LICEN||^|
361|441191|LICEN|06/16/2015|^|
362|428297|LICEN|04/01/2014|^|
363|364553|LICEN|03/01/2012|^|
365|228318|LICEN|06/15/2004|^|
372|12859|LICEN||^|
375|672|LICEN||^|
380|14594|LICEN||^|
382|14594|LICEN||^|
384|14578|LICEN||^|
387|14652|LICEN||^|
389|14601|LICEN||^|
390|14578|LICEN||^|
392|14578|LICEN||^|
402|14578|LICEN||^|
406|424319|LICEN|07/02/2014|^|
407|291112|LICEN|10/03/2005|^|
408|333628|LICEN|02/20/2009|^|
411|206988|LICEN|05/16/2003|^|
412|437510|LICEN|01/30/2015|^|
413|437506|LICEN|01/30/2015|^|
414|437508|LICEN|01/30/2015|^|
415|437507|LICEN|01/30/2015|^|
416|180917|LICEN||^|
417|180913|LICEN||^|
418|437509|LICEN|01/30/2015|^|
419|21426|LICEN||^|
421|350625|LICEN|05/17/2010|^|
423|3859|LICEN||^|
424|14498|LICEN||^|
425|14138|LICEN||^|
426|278135|LICEN|12/01/2005|^|
427|11280|LICEN||^|
429|12439|LICEN||^|
430|379759|LICEN|12/01/2011|^|
431|379759|LICEN|12/01/2011|^|
432|279773|LICEN|01/19/2006|^|
433|227650|LICEN|06/01/2005|^|
434|27947|LICEN||^|
435|27947|LICEN||^|
436|10368|LICEN||^|
437|25237|LICEN||^|
438|25237|LICEN||^|
440|273052|LICEN|09/19/2005|^|
441|3602|LICEN||^|
442|3602|LICEN||^|
443|3602|LICEN||^|
445|1322|LICEN||^|
447|5373|LICEN||^|
449|4368|LICEN||^|
450|439139|LICEN|03/20/2015|^|
451|18673|LICEN||^|
452|4088|LICEN||^|
454|15153|LICEN||^|
455|24724|LICEN||^|
456|21194|LICEN||^|
457|279889|LICEN|01/04/2006|^|
458|183847|LICEN|06/09/2004|^|
459|183847|LICEN|06/09/2004|^|
460|534|LICEN||^|
461|13959|LICEN||^|
462|4543|LICEN||^|
463|14897|LICEN||^|
464|741|LICEN||^|
465|212578|LICEN|11/20/2007|^|
466|391320|LICEN|01/07/2013|^|
467|23663|LICEN||^|
468|228756|LICEN|06/04/2004|^|
469|3096|LICEN||^|
471|257637|LICEN|02/02/2005|^|
472|443609|LICEN|06/25/2015|^|
473|309561|LICEN|01/14/2008|^|
474|129020|LICEN||^|
475|129020|LICEN||^|
476|129020|LICEN||^|
477|129020|LICEN||^|
478|30473|LICEN||^|
479|418305|LICEN|03/04/2014|^|
481|4717|LICEN||^|
483|12792|LICEN||^|
484|12792|LICEN||^|
485|10510|LICEN||^|
486|16629|LICEN||^|
487|9208|LICEN||^|
488|9208|LICEN||^|
489|9208|LICEN||^|
490|9208|LICEN||^|
491|9208|LICEN||^|
492|9208|LICEN||^|
493|3395|LICEN||^|
494|14509|LICEN||^|
497|2185|LICEN||^|
498|22085|LICEN||^|
499|345322|LICEN|10/16/2009|^|
500|347119|LICEN|01/06/2010|^|
501|289217|LICEN|09/18/2006|^|
502|431189|LICEN|07/08/2014|^|
503|299690|LICEN|01/29/2007|^|
504|431187|LICEN|07/08/2014|^|
505|347119|LICEN|01/06/2010|^|
506|386141|LICEN|03/21/2012|^|
507|347119|LICEN|01/06/2010|^|
509|637|LICEN||^|
511|8966|LICEN||^|
512|13818|LICEN||^|
513|8966|LICEN||^|
515|8966|LICEN||^|
518|8966|LICEN||^|
519|14634|LICEN||^|
521|638|LICEN||^|
522|637|LICEN||^|
524|8966|LICEN||^|
526|13818|LICEN||^|
529|14634|LICEN||^|
530|14634|LICEN||^|
531|14634|LICEN||^|
536|8966|LICEN||^|
537|297497|LICEN|11/30/2006|^|
538|409|LICEN||^|
539|310986|LICEN|11/22/2010|^|
540|2732|LICEN||^|
541|275673|LICEN|02/07/2006|^|
542|303116|LICEN|01/19/2010|^|
543|22885|LICEN||^|
544|268215|LICEN|07/15/2005|^|
545|14620|LICEN||^|
553|9676|LICEN||^|
556|9676|LICEN||^|
560|14628|LICEN||^|
566|8958|LICEN||^|
572|14621|LICEN||^|
573|29322|LICEN||^|
574|337066|LICEN|03/20/2009|^|
575|12355|LICEN||^|
577|10328|LICEN||^|
578|8991|LICEN||^|
581|13192|LICEN||^|
582|22466|LICEN||^|
586|231565|LICEN|06/06/2008|^|
587|387409|LICEN|04/06/2012|^|
588|3657|LICEN||^|
589|245739|LICEN|10/20/2004|^|
590|281011|LICEN|03/07/2006|^|
591|281007|LICEN|03/07/2006|^|
592|281010|LICEN|03/07/2006|^|
593|301107|LICEN|03/05/2007|^|
594|385523|LICEN|03/01/2012|^|
595|281012|LICEN|03/07/2006|^|
596|11891|LICEN||^|
597|18808|LICEN||^|
599|3279|LICEN||^|
600|12464|LICEN||^|
601|21317|LICEN||^|
602|12290|LICEN||^|
603|1831|LICEN||^|
604|9973|LICEN||^|
607|22855|LICEN||^|
608|182143|LICEN||^|
610|22122|LICEN||^|
612|266918|LICEN|10/24/2005|^|
613|87|LICEN||^|
614|388305|LICEN|09/05/2012|^|
617|157459|LICEN||^|
618|404905|LICEN|10/21/2013|^|
620|12753|LICEN||^|
629|157459|LICEN||^|
632|13896|LICEN||^|
634|13896|LICEN||^|
635|13896|LICEN||^|
637|14980|LICEN||^|
638|15474|LICEN||^|
640|429414|LICEN|09/16/2014|^|
641|146310|LICEN|08/26/2004|^|
642|21634|LICEN||^|
643|48095|LICEN||^|
644|48095|LICEN||^|
645|21633|LICEN||^|
646|91531|LICEN||^|
648|272602|LICEN|09/21/2005|^|
650|15389|LICEN||^|
651|14957|LICEN||^|
652|15389|LICEN||^|
653|4234|LICEN||^|
657|161545|LICEN|02/23/2006|^|
658|976|LICEN||^|
659|363487|LICEN|10/27/2010|^|
660|363487|LICEN|10/27/2010|^|
661|1759|LICEN||^|
664|395893|LICEN|11/20/2012|^|
665|366045|LICEN|04/18/2011|^|
666|26523|LICEN||^|
667|26523|LICEN||^|
668|388774|LICEN|08/06/2012|^|
669|296426|LICEN|01/03/2007|^|
670|91344|LICEN|01/03/2007|^|
671|402379|LICEN|06/04/2014|^|
672|402379|LICEN|06/04/2014|^|
674|1028|LICEN||^|
678|3186|LICEN||^|
679|380191|LICEN|09/09/2014|^|
680|380191|LICEN|09/09/2014|^|
681|193692|LICEN||^|
682|826|LICEN||^|
683|3105|LICEN||^|
684|3876|LICEN||^|
685|0|APPLI||^|
685|29253|LICEN||^|
687|4549|LICEN||^|
697|27325|LICEN||^|
700|388047|LICEN|04/24/2012|^|
701|283388|LICEN|02/24/2006|^|
702|13920|LICEN||^|
704|405232|LICEN|07/09/2013|^|
706|293732|LICEN|09/08/2006|^|
708|13877|LICEN||^|
709|13877|LICEN||^|
710|236051|LICEN|04/05/2004|^|
711|179753|LICEN||^|
712|179753|LICEN||^|
713|179753|LICEN||^|
714|320165|LICEN|03/20/2008|^|
715|289746|LICEN|06/28/2006|^|
716|13877|LICEN||^|
717|179753|LICEN||^|
718|179753|LICEN||^|
719|267168|LICEN|06/21/2005|^|
720|215753|LICEN|08/20/2003|^|
721|179753|LICEN||^|
725|1185|LICEN||^|
726|386643|LICEN|01/05/2015|^|
727|257941|LICEN|02/08/2005|^|
728|13776|LICEN||^|
729|13786|LICEN||^|
730|404445|LICEN|08/05/2013|^|
731|390779|LICEN|07/09/2012|^|
732|361817|LICEN|08/30/2010|^|
733|16451|LICEN||^|
734|333252|LICEN|12/08/2008|^|
735|1|LICEN||^|
736|1679|LICEN||^|
737|28677|LICEN||^|
739|9123|LICEN||^|
740|297385|LICEN|02/21/2007|^|
742|216494|LICEN|01/29/2004|^|
745|10144|LICEN||^|
749|20895|LICEN||^|
750|9076|LICEN||^|
751|287943|LICEN|05/22/2006|^|
752|11878|LICEN||^|
756|394703|LICEN|10/09/2012|^|
757|394779|LICEN|10/11/2012|^|
759|2438|LICEN||^|
761|2443|LICEN||^|
762|2443|LICEN||^|
764|5149|LICEN||^|
766|14236|LICEN||^|
767|3729|LICEN||^|
768|5430|LICEN||^|
772|1371|LICEN||^|
773|1371|LICEN||^|
774|234081|LICEN|05/24/2005|^|
775|19450|LICEN||^|
776|256|LICEN||^|
777|323290|LICEN|12/19/2008|^|
778|348334|LICEN|05/20/2010|^|
787|19205|LICEN||^|
788|20264|LICEN||^|
789|401944|LICEN|04/10/2013|^|
790|16954|LICEN||^|
791|17069|LICEN||^|
792|15303|LICEN||^|
793|11294|LICEN||^|
794|15271|LICEN||^|
795|15271|LICEN||^|
796|15271|LICEN||^|
797|17955|LICEN||^|
798|15271|LICEN||^|
799|15271|LICEN||^|
800|15271|LICEN||^|
801|11025|LICEN||^|
803|11195|LICEN||^|
804|16507|LICEN||^|
805|22158|LICEN||^|
806|16158|LICEN||^|
807|437655|LICEN|02/03/2015|^|
808|16158|LICEN||^|
809|16158|LICEN||^|
810|16158|LICEN||^|
811|271242|LICEN|09/29/2005|^|
812|304037|LICEN|08/10/2007|^|
813|304037|LICEN|08/10/2007|^|
814|304037|LICEN|08/10/2007|^|
815|10436|LICEN||^|
816|10436|LICEN||^|
817|304037|LICEN|08/10/2007|^|
818|16831|LICEN||^|
819|304037|LICEN|08/10/2007|^|
820|323290|LICEN|12/19/2008|^|
821|323290|LICEN|12/19/2008|^|
822|323290|LICEN|12/19/2008|^|
823|323290|LICEN|12/19/2008|^|
824|323290|LICEN|12/19/2008|^|
825|436783|LICEN|05/15/2015|^|
827|24043|LICEN||^|
828|2815|LICEN||^|
829|14307|LICEN||^|
830|316036|LICEN|01/14/2008|^|
831|316036|LICEN|01/14/2008|^|
832|173973|LICEN||^|
833|395523|LICEN|11/07/2012|^|
834|161994|LICEN||^|
835|161994|LICEN||^|
836|173973|LICEN||^|
837|220415|LICEN||^|
838|220415|LICEN||^|
839|220415|LICEN|10/07/2003|^|
840|4948|LICEN||^|
841|315886|LICEN|02/21/2008|^|
842|14423|LICEN||^|
843|13887|LICEN||^|
844|3495|LICEN||^|
848|863|LICEN||^|
849|91463|LICEN||^|
853|12513|LICEN||^|
854|342319|LICEN|10/14/2009|^|
855|320984|LICEN|09/12/2008|^|
858|321776|LICEN|04/30/2008|^|
859|319319|LICEN|02/25/2008|^|
863|382405|LICEN|01/18/2013|^|
864|13233|LICEN||^|
865|13233|LICEN||^|
866|288074|LICEN|06/28/2006|^|
868|4909|LICEN||^|
869|228412|LICEN|04/01/2005|^|
880|30871|LICEN||^|
881|1298|LICEN||^|
882|1302|LICEN||^|
884|10626|LICEN||^|
885|10164|LICEN||^|
886|10164|LICEN||^|
888|361857|LICEN|08/31/2010|^|
889|27744|LICEN||^|
890|12788|LICEN||^|
891|13932|LICEN||^|
892|29235|LICEN||^|
893|4845|LICEN||^|
894|4845|LICEN||^|
895|4845|LICEN||^|
897|108|LICEN||^|
902|108|LICEN||^|
904|764|LICEN||^|
905|4278|LICEN||^|
906|383847|LICEN|01/15/2013|^|
907|383847|LICEN|01/15/2013|^|
908|29305|LICEN||^|
909|10220|LICEN||^|
910|11394|LICEN||^|
911|10406|LICEN||^|
912|10904|LICEN||^|
913|10599|LICEN||^|
914|10220|LICEN||^|
919|11585|LICEN||^|
921|10599|LICEN||^|
922|10220|LICEN||^|
923|10220|LICEN||^|
926|11303|LICEN||^|
927|10406|LICEN||^|
928|10220|LICEN||^|
929|11303|LICEN||^|
930|10220|LICEN||^|
932|10599|LICEN||^|
935|10220|LICEN||^|
937|218|LICEN||^|
939|12329|LICEN||^|
942|902|LICEN||^|
943|22094|LICEN||^|
944|1000|LICEN||^|
947|310040|LICEN|09/21/2007|^|
948|431134|LICEN|07/07/2014|^|
949|431079|LICEN|07/03/2014|^|
950|338680|LICEN|04/23/2009|^|
952|4127|LICEN||^|
953|406130|LICEN|12/16/2014|^|
955|14813|LICEN||^|
957|27953|LICEN||^|
959|3793|LICEN||^|
960|1261|LICEN||^|
961|228412|LICEN|04/01/2005|^|
965|226765|LICEN|03/28/2005|^|
966|428112|LICEN|08/06/2014|^|
967|264289|LICEN|07/09/2008|^|
968|11483|LICEN||^|
972|13626|LICEN||^|
973|24829|LICEN||^|
975|1303|LICEN||^|
976|21556|LICEN||^|
977|293003|LICEN|03/25/2011|^|
978|293003|LICEN|03/25/2011|^|
982|299803|LICEN|09/24/2007|^|
983|299803|LICEN|09/24/2007|^|
984|2278|LICEN||^|
985|431446|LICEN|07/20/2014|^|
986|10882|LICEN||^|
987|13349|LICEN||^|
988|388667|LICEN|10/10/2012|^|
989|363701|LICEN|11/03/2010|^|
990|440526|LICEN|05/05/2015|^|
991|10149|LICEN|01/10/2002|^|
992|13097|LICEN||^|
993|10882|LICEN||^|
994|388667|LICEN|10/10/2012|^|
995|371072|LICEN|08/01/2012|^|
996|4466|LICEN||^|
997|4467|LICEN||^|
998|293153|LICEN|08/23/2006|^|
999|293408|LICEN|08/29/2006|^|
1000|13349|LICEN||^|
1001|4466|LICEN||^|
1002|269850|LICEN|08/01/2005|^|
1003|3063|LICEN||^|
1005|296126|LICEN|10/27/2006|^|
1006|387604|LICEN|05/02/2012|^|
1007|10882|LICEN||^|
1008|371072|LICEN|02/26/2013|^|
1009|436674|LICEN|12/30/2014|^|
1012|10882|LICEN||^|
1013|371072|LICEN|08/01/2012|^|
1014|10882|LICEN||^|
1015|387604|LICEN|05/02/2012|^|
1016|387604|LICEN|05/02/2012|^|
1018|277158|LICEN|12/17/2007|^|
1019|332418|LICEN|12/02/2008|^|
1020|263268|LICEN|04/25/2005|^|
1023|405|LICEN||^|
1025|304424|LICEN|05/14/2007|^|
1027|429762|APPLI|05/21/2014|^|
1027|429762|LICEN|05/21/2014|^|
1028|9319|LICEN||^|
1029|9319|LICEN||^|
1030|321126|LICEN|04/07/2008|^|
1031|9319|LICEN||^|
1033|1361|LICEN||^|
1034|1361|LICEN||^|
1036|15052|LICEN||^|
1037|376649|LICEN|01/12/2012|^|
1038|27689|LICEN||^|
1046|404905|LICEN|10/21/2013|^|
1047|192084|LICEN|07/11/2007|^|
1050|2111|LICEN||^|
1051|437520|LICEN|01/30/2015|^|
1052|12845|LICEN||^|
1054|4292|LICEN||^|
1055|24920|LICEN||^|
1056|355585|LICEN|07/08/2010|^|
1057|435655|LICEN|11/25/2014|^|
1058|24122|LICEN||^|
1059|3447|LICEN||^|
1060|229427|LICEN|04/21/2006|^|
1061|401877|LICEN|07/02/2013|^|
1062|401877|LICEN|07/02/2013|^|
1063|229427|LICEN|04/21/2006|^|
1065|426812|LICEN|06/03/2014|^|
1066|13442|LICEN||^|
1067|13442|LICEN||^|
1068|13442|LICEN||^|
1069|13780|LICEN||^|
1073|382405|LICEN|01/18/2013|^|
1074|141|LICEN||^|
1076|9413|LICEN||^|
1077|9413|LICEN||^|
1079|2080|LICEN||^|
1081|1526|LICEN||^|
1082|429636|LICEN|05/16/2014|^|
1083|256418|LICEN|01/25/2005|^|
1084|367503|LICEN|03/03/2011|^|
1085|12054|LICEN||^|
1086|12055|LICEN||^|
1087|367457|LICEN|03/02/2011|^|
1088|0|APPLI|01/13/2004|^|
1088|87914|LICEN|01/13/2004|^|
1089|367417|LICEN|03/01/2011|^|
1090|392616|LICEN|08/21/2012|^|
1091|378103|LICEN|11/07/2012|^|
1092|433202|LICEN|09/22/2014|^|
1093|29205|LICEN||^|
1095|10990|LICEN||^|
1098|368190|LICEN|03/29/2011|^|
1099|28677|LICEN||^|
1100|15018|LICEN||^|
1101|15018|LICEN||^|
1102|15018|LICEN||^|
1103|348059|LICEN|02/19/2010|^|
1104|418860|LICEN|01/03/2014|^|
1105|340565|LICEN|09/09/2009|^|
1106|3897|LICEN||^|
1108|1934|LICEN||^|
1110|29306|LICEN||^|
1112|284736|LICEN|05/07/2007|^|
1113|4463|LICEN||^|
1114|264211|LICEN|08/16/2005|^|
1116|194625|LICEN|06/21/2005|^|
1117|289684|LICEN|06/27/2006|^|
1118|194625|LICEN|06/21/2005|^|
1120|289656|LICEN|06/26/2006|^|
1121|289655|LICEN|06/26/2006|^|
1123|18168|LICEN||^|
1125|366381|LICEN|04/20/2011|^|
1130|386141|LICEN|03/21/2012|^|
1131|323924|LICEN|06/24/2008|^|
1133|266|LICEN||^|
1134|1806|LICEN||^|
1135|392618|LICEN|08/21/2012|^|
1136|423929|LICEN|01/03/2014|^|
1137|379759|LICEN|12/01/2011|^|
1143|14522|LICEN||^|
1144|14523|LICEN||^|
1146|14523|LICEN||^|
1151|206728|LICEN|05/13/2003|^|
1153|19529|LICEN||^|
1154|427983|LICEN|03/28/2014|^|
1155|3698|LICEN||^|
1157|13111|LICEN||^|
1159|365007|LICEN|12/10/2010|^|
1162|19411|LICEN||^|
1163|395027|LICEN|04/09/2013|^|
1164|395027|LICEN|04/09/2013|^|
1166|15328|LICEN||^|
1167|15328|LICEN||^|
1168|15328|LICEN||^|
1169|21413|LICEN||^|
1170|21591|LICEN||^|
1171|12075|LICEN||^|
1172|412173|LICEN|02/10/2014|^|
1173|4704|LICEN||^|
1175|4578|LICEN||^|
1176|410296|LICEN|02/12/2014|^|
1177|74376|LICEN|08/17/2005|^|
1178|300304|LICEN|04/18/2007|^|
1182|13812|LICEN||^|
1183|91463|LICEN||^|
1185|216096|LICEN|01/26/2006|^|
1186|302838|LICEN|04/05/2007|^|
1188|3923|LICEN||^|
1191|10434|LICEN||^|
1192|192084|LICEN|06/24/2005|^|
1193|19744|LICEN||^|
1195|242077|LICEN|07/21/2004|^|
1196|242078|LICEN|07/21/2004|^|
1197|25927|LICEN||^|
1199|386264|LICEN|08/03/2012|^|
1202|24447|LICEN||^|
1205|18493|LICEN||^|
1206|3574|LICEN||^|
1207|13846|LICEN||^|
1208|345368|LICEN|02/02/2010|^|
1209|14096|LICEN||^|
1210|9916|LICEN||^|
1211|13686|LICEN||^|
1212|9916|LICEN||^|
1213|9916|LICEN||^|
1214|9916|LICEN||^|
1216|436434|LICEN|02/24/2015|^|
1217|59365|LICEN||^|
1218|445592|LICEN|07/31/2015|^|
1219|298843|LICEN|01/04/2007|^|
1220|433569|LICEN|10/01/2014|^|
1222|324734|LICEN|07/08/2008|^|
1225|3831|LICEN||^|
1227|15372|LICEN||^|
1228|15372|LICEN||^|
1229|15563|LICEN||^|
1230|15372|LICEN||^|
1234|18505|LICEN||^|
1236|18506|LICEN||^|
1237|16029|LICEN||^|
1238|16029|LICEN||^|
1241|367416|LICEN|03/01/2011|^|
1243|419444|LICEN|12/09/2013|^|
1244|395202|LICEN|03/05/2013|^|
1245|183693|LICEN||^|
1246|390610|LICEN|06/28/2012|^|
1247|241673|LICEN|09/07/2006|^|
1248|9703|LICEN||^|
1249|9167|LICEN||^|
1250|11336|LICEN||^|
1251|15075|LICEN||^|
1252|404575|LICEN|05/15/2014|^|
1253|11273|LICEN||^|
1254|9182|LICEN||^|
1255|404575|LICEN|05/15/2014|^|
1256|9703|LICEN||^|
1257|15230|LICEN||^|
1258|404575|LICEN|05/15/2014|^|
1259|404575|LICEN|05/15/2014|^|
1261|10709|LICEN||^|
1262|15230|LICEN||^|
1265|366253|LICEN|02/01/2011|^|
1266|404575|LICEN|05/15/2014|^|
1270|404575|LICEN|05/15/2014|^|
1271|9050|LICEN||^|
1273|15075|LICEN||^|
1276|15230|LICEN||^|
1277|10709|LICEN||^|
1279|15075|LICEN||^|
1280|404575|LICEN|05/15/2014|^|
1281|15075|LICEN||^|
1283|336259|LICEN|06/15/2009|^|
1284|4110|LICEN||^|
1285|15230|LICEN||^|
1287|15075|LICEN||^|
1288|10709|LICEN||^|
1289|10709|LICEN||^|
1291|15230|LICEN||^|
1292|9703|LICEN||^|
1293|15230|LICEN||^|
1294|9050|LICEN||^|
1295|404575|LICEN|05/15/2014|^|
1296|9703|LICEN||^|
1297|9050|LICEN||^|
1298|27136|LICEN||^|
1299|29056|LICEN||^|
1301|239533|LICEN|10/04/2004|^|
1302|431209|LICEN|05/19/2015|^|
1303|404449|LICEN|08/05/2013|^|
1304|316036|LICEN|01/14/2008|^|
1305|316036|LICEN|01/14/2008|^|
1306|380082|LICEN|12/02/2011|^|
1307|380082|LICEN|12/02/2011|^|
1309|14566|LICEN||^|
1311|5355|LICEN||^|
1312|293657|APPLI|10/02/2007|^|
1312|307261|LICEN|10/02/2007|^|
1313|295608|LICEN|10/16/2006|^|
1314|13801|LICEN||^|
1315|363503|LICEN|10/27/2010|^|
1316|363503|LICEN|10/27/2010|^|
1317|13417|LICEN||^|
1322|18817|LICEN||^|
1323|11155|LICEN||^|
1326|394771|LICEN|06/04/2013|^|
1328|283224|LICEN|02/21/2006|^|
1329|9732|LICEN||^|
1331|91803|LICEN||^|
1337|10947|LICEN||^|
1349|137|LICEN||^|
1352|114|LICEN||^|
1353|13326|LICEN||^|
1360|131|LICEN||^|
1363|131|LICEN||^|
1365|131|LICEN||^|
1380|11536|LICEN||^|
1384|131|LICEN||^|
1389|131|LICEN||^|
1391|11181|LICEN||^|
1409|131|LICEN||^|
1410|137|LICEN||^|
1415|13789|LICEN||^|
1421|2108|LICEN||^|
1423|11656|LICEN||^|
1428|136|LICEN||^|
1429|298|LICEN||^|
1430|298|LICEN||^|
1436|16858|LICEN||^|
1441|11335|LICEN||^|
1452|137|LICEN||^|
